name,name_variants,papers_with_clevers,first_copublication,last_copublication,group_affiliation_first_year,group_affiliation_last_year,evidence_tier,site,role_assigned,role_source
"Abou-Kheir, Wassim G","Abou-Kheir, Wassim G",1,2015,2015,,,C,,,
"Agarwal, Supreet","Agarwal, Supreet",1,2015,2015,,,C,,,
"Ameri, Amir H","Ameri, Amir H",1,2015,2015,,,C,,,
"Amin, Nancy","Amin, Nancy",1,2015,2015,,,C,,,
"Are, Alexandra","Are, Alexandra",1,2015,2015,,,C,,,
"Baggiolini, Arianna","Baggiolini, Arianna",1,2015,2015,,,C,,,
"Bender, Eric","Bender, Eric",1,2015,2015,,,C,,,
"Bettosini, Damiano","Bettosini, Damiano",1,2015,2015,,,C,,,
"Beuchert, Eva","Beuchert, Eva",1,2015,2015,,,C,,,
"Björk, Jan","Björk, Jan",1,2015,2015,,,C,,,
"Bonalli, Mario","Bonalli, Mario",1,2015,2015,,,C,,,
"Bron, Reinier","Bron, Reinier",1,2015,2015,,,C,,,
"Carter, Scott L","Carter, Scott L",1,2015,2015,,,C,,,
"Carvajal-Carmona, Luis","Carvajal-Carmona, Luis",1,2015,2015,,,C,,,
"Casey, Orla M","Casey, Orla M",1,2015,2015,,,C,,,
"Cazier, Jean-Baptiste","Cazier, Jean-Baptiste",1,2015,2015,,,C,,,
"Cibulskis, Kristian","Cibulskis, Kristian",1,2015,2015,,,C,,,
"Classon, Johanna","Classon, Johanna",1,2015,2015,,,C,,,
"Coppes, Robert P","Coppes, Robert P",1,2015,2015,,,C,,,
"Currie, Scott A","Currie, Scott A",1,2015,2015,,,C,,,
"D'Astolfo, Diego S","D'Astolfo, Diego S",1,2015,2015,2015,2015,A,Hubrecht/NIOB,,
"Darwin, K Heran","Darwin, K Heran",1,2015,2015,,,C,,,
"El Bouazzaoui, Layla","El Bouazzaoui, Layla",1,2015,2015,,,C,,,
"Fang, Lei","Fang, Lei",1,2015,2015,,,C,,,
"Fieten, Hille","Fieten, Hille",1,2015,2015,,,C,,,
"Firestein, Stuart","Firestein, Stuart",1,2015,2015,,,C,,,
"Francis, Joshua M","Francis, Joshua M",1,2015,2015,,,C,,,
"Furrer, Reinhard","Furrer, Reinhard",1,2015,2015,,,C,,,
"Füllgrabe, Anja","Füllgrabe, Anja",1,2015,2015,,,C,,,
"Gadellaa-van Hooijdonk, Christa G M","Gadellaa-van Hooijdonk, Christa G M",1,2015,2015,,,C,,,
"Genander, Maria","Genander, Maria",1,2015,2015,,,C,,,
"Gerner, Patrick","Gerner, Patrick",1,2015,2015,,,C,,,
"Getz, Gad","Getz, Gad",1,2015,2015,,,C,,,
"Giepmans, Ben N G","Giepmans, Ben N G",1,2015,2015,,,C,,,
"Goto, Takaaki","Goto, Takaaki",1,2015,2015,,,C,,,
"Hidema, Shizu","Hidema, Shizu",1,2015,2015,,,C,,,
"Hoogerbrugge, Nicoline","Hoogerbrugge, Nicoline",1,2015,2015,,,C,,,
"Hynes, Paul G","Hynes, Paul G",1,2015,2015,,,C,,,
"Iorio, Francesco","Iorio, Francesco",1,2015,2015,,,C,,,
"Jacob, Tina","Jacob, Tina",1,2015,2015,,,C,,,
"John, Nessy","John, Nessy",1,2015,2015,,,C,,,
"Joost, Simon","Joost, Simon",1,2015,2015,,,C,,,
"Junker, Jan Philipp","Junker, Jan Philipp",1,2015,2015,2015,2015,A,Hubrecht/NIOB,,
"Kamping, Eveline J","Kamping, Eveline J",1,2015,2015,,,C,,,
"Kelly, Kathleen","Kelly, Kathleen",1,2015,2015,,,C,,,
"Kets, C Marleen","Kets, C Marleen",1,2015,2015,,,C,,,
"Kida, Tomoyo","Kida, Tomoyo",1,2015,2015,,,C,,,
"Kiemeney, Lambertus A","Kiemeney, Lambertus A",1,2015,2015,,,C,,,
"Koizumi, Masae","Koizumi, Masae",1,2015,2015,,,C,,,
"Krijgsman, Oscar","Krijgsman, Oscar",1,2015,2015,,,C,,,
"Kuilman, Thomas","Kuilman, Thomas",1,2015,2015,,,C,,,
"Kundu, Parag","Kundu, Parag",1,2015,2015,,,C,,,
"Lake, Ross","Lake, Ross",1,2015,2015,,,C,,,
"Lawrence, Michael S","Lawrence, Michael S",1,2015,2015,,,C,,,
"Lebbink, Robert Jan","Lebbink, Robert Jan",1,2015,2015,,,C,,,
"Lichtenstein, Lee","Lichtenstein, Lee",1,2015,2015,,,C,,,
"Ligtenberg, Marjolijn J L","Ligtenberg, Marjolijn J L",1,2015,2015,,,C,,,
"Logtenberg, Meike","Logtenberg, Meike",1,2015,2015,2015,2015,A,Hubrecht/NIOB,,
"Maimets, Martti","Maimets, Martti",1,2015,2015,,,C,,,
"Martin, Philip L","Martin, Philip L",1,2015,2015,,,C,,,
"Martling, Anna","Martling, Anna",1,2015,2015,,,C,,,
"McDermott, Ultan","McDermott, Ultan",1,2015,2015,,,C,,,
"McKenna, Aaron","McKenna, Aaron",1,2015,2015,,,C,,,
"McLaren-Douglas, Anne","McLaren-Douglas, Anne",1,2015,2015,,,C,,,
"Nagtegaal, Iris D","Nagtegaal, Iris D",1,2015,2015,,,C,,,
"Nantasanti, Sathidpak","Nantasanti, Sathidpak",1,2015,2015,,,C,,,
"Nawa, Akihiro","Nawa, Akihiro",1,2015,2015,,,C,,,
"Oe, Tomoyuki","Oe, Tomoyuki",1,2015,2015,,,C,,,
"Pagliero, Romina J","Pagliero, Romina J",1,2015,2015,,,C,,,
"Pelaez, Nicolas","Pelaez, Nicolas",1,2015,2015,,,C,,,
"Pras, Anita","Pras, Anita",1,2015,2015,2015,2015,A,Hubrecht/NIOB,,
"Prasad, Vikram","Prasad, Vikram",1,2015,2015,,,C,,,
"Pringle, Sarah","Pringle, Sarah",1,2015,2015,,,C,,,
"Rehmann, Holger","Rehmann, Holger",1,2015,2015,,,C,,,
"Ringrose, Leonie","Ringrose, Leonie",1,2015,2015,,,C,,,
"Rocchi, Cecilia","Rocchi, Cecilia",1,2015,2015,,,C,,,
"Saez-Rodriguez, Julio","Saez-Rodriguez, Julio",1,2015,2015,,,C,,,
"Satoh, Ryo","Satoh, Ryo",1,2015,2015,,,C,,,
"Saw, Jarel T S","Saw, Jarel T S",1,2015,2015,,,C,,,
"Schackert, Hans K","Schackert, Hans K",1,2015,2015,,,C,,,
"Schwab, Renate H M","Schwab, Renate H M",1,2015,2015,,,C,,,
"Seepo, Sara","Seepo, Sara",1,2015,2015,,,C,,,
"Sekhar Pedamallu, Chandra","Sekhar Pedamallu, Chandra",1,2015,2015,,,C,,,
"Simon, Janelle","Simon, Janelle",1,2015,2015,,,C,,,
"Sivan, Unnikrishnan","Sivan, Unnikrishnan",1,2015,2015,,,C,,,
"Sommer, Lukas","Sommer, Lukas",1,2015,2015,,,C,,,
"Stewart, Chip","Stewart, Chip",1,2015,2015,,,C,,,
"Strååt, Klas","Strååt, Klas",1,2015,2015,,,C,,,
"Taylor-Weiner, Amaro","Taylor-Weiner, Amaro",1,2015,2015,,,C,,,
"Tillman, Heather S","Tillman, Heather S",1,2015,2015,,,C,,,
"Tschaharganeh, Darjus F","Tschaharganeh, Darjus F",1,2015,2015,,,C,,,
"Vance, Russell E","Vance, Russell E",1,2015,2015,,,C,,,
"Varum, Sandra","Varum, Sandra",1,2015,2015,,,C,,,
"Venkatachalam, Ramprasath","Venkatachalam, Ramprasath",1,2015,2015,,,C,,,
"Verwiel, Eugène T P","Verwiel, Eugène T P",1,2015,2015,,,C,,,
"Volckman, Richard","Volckman, Richard",1,2015,2015,,,C,,,
"Vreede, Lilian","Vreede, Lilian",1,2015,2015,,,C,,,
"Weren, Robbert D A","Weren, Robbert D A",1,2015,2015,,,C,,,
"Wubbolts, Richard W","Wubbolts, Richard W",1,2015,2015,,,C,,,
"Yamakami, Yukiko","Yamakami, Yukiko",1,2015,2015,,,C,,,
"Yin, Juan Juan","Yin, Juan Juan",1,2015,2015,,,C,,,
"Ziegler, Urs","Ziegler, Urs",1,2015,2015,,,C,,,
"Zimberlin, Cheryl","Zimberlin, Cheryl",1,2015,2015,,,C,,,
"de Voer, Richarda M","de Voer, Richarda M",1,2015,2015,,,C,,,
"van Asseldonk, Monique","van Asseldonk, Monique",1,2015,2015,,,C,,,
"van Ommen, Domenique D","van Ommen, Domenique D",1,2015,2015,2015,2015,A,UMC Utrecht Immunology,,
"van Sluis, Peter","van Sluis, Peter",1,2015,2015,,,C,,,
"van Vugt, Anke H M","van Vugt, Anke H M",1,2015,2015,,,C,,,
"Arenas, Ernest","Arenas, Ernest",1,2016,2016,,,C,,,
"Boisset, Jean-Charles","Boisset, Jean-Charles",1,2016,2016,2016,2016,A,Hubrecht/NIOB,,
"Bragina, Maiia E","Bragina, Maiia E",1,2016,2016,,,C,,,
"Brauer, Patrick M","Brauer, Patrick M",1,2016,2016,,,C,,,
"Broutier, Laura","Broutier, Laura",1,2016,2016,,,C,,,
"Cairns, Robert","Cairns, Robert",1,2016,2016,,,C,,,
"Chagin, Andrei S","Chagin, Andrei S",1,2016,2016,,,C,,,
"Coates, Philip J","Coates, Philip J",1,2016,2016,,,C,,,
"Cox, Maureen A","Cox, Maureen A",1,2016,2016,,,C,,,
"Dayal, Jasbani H S","Dayal, Jasbani H S",1,2016,2016,,,C,,,
"De Sousa E Melo, Felipe","De Sousa E Melo, Felipe",1,2016,2016,,,C,,,
"Dharmadhikari, Gitanjali","Dharmadhikari, Gitanjali",1,2016,2016,2016,2016,A,Hubrecht/NIOB,,
"Dominguez-Brauer, Carmen","Dominguez-Brauer, Carmen",1,2016,2016,,,C,,,
"Elia, Andrew J","Elia, Andrew J",1,2016,2016,,,C,,,
"Fortin, Jérôme M","Fortin, Jérôme M",1,2016,2016,,,C,,,
"Fujimura, Lisa","Fujimura, Lisa",1,2016,2016,,,C,,,
"Gerwen, Bastiaan van","Gerwen, Bastiaan van",1,2016,2016,,,C,,,
"Geurts, Aron M","Geurts, Aron M",1,2016,2016,,,C,,,
"Giger, Sonja","Giger, Sonja",1,2016,2016,,,C,,,
"Goldman, Steven A","Goldman, Steven A",1,2016,2016,,,C,,,
"Guikema, Jeroen E J","Guikema, Jeroen E J",1,2016,2016,,,C,,,
"Gyllborg, Daniel","Gyllborg, Daniel",1,2016,2016,,,C,,,
"Haight, Jillian","Haight, Jillian",1,2016,2016,,,C,,,
"Hao, Zhenyue","Hao, Zhenyue",1,2016,2016,,,C,,,
"Harwood, Catherine A","Harwood, Catherine A",1,2016,2016,,,C,,,
"Hellander, Andreas","Hellander, Andreas",1,2016,2016,,,C,,,
"Hindley, Christopher J","Hindley, Christopher J",1,2016,2016,,,C,,,
"Hosokawa, Junichi","Hosokawa, Junichi",1,2016,2016,,,C,,,
"IJspeert, Joep Eg","IJspeert, Joep Eg",1,2016,2016,,,C,,,
"Inman, Gareth J","Inman, Gareth J",1,2016,2016,,,C,,,
"Inoue, Satoshi","Inoue, Satoshi",1,2016,2016,,,C,,,
"Ivashkin, Evgeny","Ivashkin, Evgeny",1,2016,2016,,,C,,,
"Kaiser, Jozef","Kaiser, Jozef",1,2016,2016,,,C,,,
"Karlsson, Stefan","Karlsson, Stefan",1,2016,2016,,,C,,,
"Kocemba, Kinga A","Kocemba, Kinga A",1,2016,2016,,,C,,,
"Koopmans, Iris","Koopmans, Iris",1,2016,2016,,,C,,,
"Lai, Jeffrey C W","Lai, Jeffrey C W",1,2016,2016,,,C,,,
"Larsson, Jonas","Larsson, Jonas",1,2016,2016,,,C,,,
"Leigh, Irene M","Leigh, Irene M",1,2016,2016,,,C,,,
"Leung, Wai Keung","Leung, Wai Keung",1,2016,2016,,,C,,,
"Libertini, Silvana","Libertini, Silvana",1,2016,2016,,,C,,,
"Liu, Lei","Liu, Lei",1,2016,2016,,,C,,,
"Maezawa, Yuko","Maezawa, Yuko",1,2016,2016,,,C,,,
"Mana, Miyeko D","Mana, Miyeko D",1,2016,2016,,,C,,,
"Manfrin, Andrea","Manfrin, Andrea",1,2016,2016,,,C,,,
"Marais, Richard","Marais, Richard",1,2016,2016,,,C,,,
"Marques, Ana","Marques, Ana",1,2016,2016,,,C,,,
"McHugh, Angela","McHugh, Angela",1,2016,2016,,,C,,,
"Meguro, Kazuyuki","Meguro, Kazuyuki",1,2016,2016,,,C,,,
"Mosa, Mohammed H","Mosa, Mohammed H",1,2016,2016,,,C,,,
"Nagano, Ai","Nagano, Ai",1,2016,2016,,,C,,,
"Nakajima, Hiroshi","Nakajima, Hiroshi",1,2016,2016,,,C,,,
"Nechanitzky, Robert","Nechanitzky, Robert",1,2016,2016,,,C,,,
"Nicolis, Silvia K","Nicolis, Silvia K",1,2016,2016,,,C,,,
"Ohara, Osamu","Ohara, Osamu",1,2016,2016,,,C,,,
"Ordóñez-Morán, Paloma","Ordóñez-Morán, Paloma",1,2016,2016,,,C,,,
"Petersen, Julian","Petersen, Julian",1,2016,2016,,,C,,,
"Pollett, Aaron","Pollett, Aaron",1,2016,2016,,,C,,,
"Pourreyron, Celine","Pourreyron, Celine",1,2016,2016,,,C,,,
"Prins, Pjotr","Prins, Pjotr",1,2016,2016,2016,2016,A,Hubrecht/NIOB,,
"Proby, Charlotte M","Proby, Charlotte M",1,2016,2016,,,C,,,
"Purdie, Karin J","Purdie, Karin J",1,2016,2016,,,C,,,
"Rasmussen, Shauna","Rasmussen, Shauna",1,2016,2016,,,C,,,
"Reardon, Colin","Reardon, Colin",1,2016,2016,,,C,,,
"Rose, Aidan M","Rose, Aidan M",1,2016,2016,,,C,,,
"Sabatini, David M","Sabatini, David M",1,2016,2016,,,C,,,
"Sakamoto, Akemi","Sakamoto, Akemi",1,2016,2016,,,C,,,
"Seno, Hiroshi","Seno, Hiroshi",1,2016,2016,,,C,,,
"Sheng, Yi","Sheng, Yi",1,2016,2016,,,C,,,
"Silvester, Jennifer","Silvester, Jennifer",1,2016,2016,,,C,,,
"South, Andrew P","South, Andrew P",1,2016,2016,,,C,,,
"Spender, Lindsay C","Spender, Lindsay C",1,2016,2016,,,C,,,
"Suto, Akira","Suto, Akira",1,2016,2016,,,C,,,
"Suzuki, Kotaro","Suzuki, Kotaro",1,2016,2016,,,C,,,
"Tanaka, Shigeru","Tanaka, Shigeru",1,2016,2016,,,C,,,
"Tesarova, Marketa","Tesarova, Marketa",1,2016,2016,,,C,,,
"Tworzyanski, Leanne","Tworzyanski, Leanne",1,2016,2016,,,C,,,
"Vincent, David F","Vincent, David F",1,2016,2016,,,C,,,
"Wakeham, Andrew","Wakeham, Andrew",1,2016,2016,,,C,,,
"Weidlich, Simone","Weidlich, Simone",1,2016,2016,,,C,,,
"Weng, Qinjie","Weng, Qinjie",1,2016,2016,,,C,,,
"Wetering, Marc van de","Wetering, Marc van de",1,2016,2016,2016,2016,A,Hubrecht/NIOB,,
"Wu, Laiman N","Wu, Laiman N",1,2016,2016,,,C,,,
"Xie, Meng","Xie, Meng",1,2016,2016,,,C,,,
"Xin, Mei","Xin, Mei",1,2016,2016,,,C,,,
"Yilmaz, Omer H","Yilmaz, Omer H",1,2016,2016,,,C,,,
"Yu, Tian","Yu, Tian",1,2016,2016,,,C,,,
"Zhao, Chuntao","Zhao, Chuntao",1,2016,2016,,,C,,,
"Zikmund, Tomas","Zikmund, Tomas",1,2016,2016,,,C,,,
"de Punder, Karin","de Punder, Karin",1,2016,2016,,,C,,,
"van Delden, Johannes Jm","van Delden, Johannes Jm",1,2016,2016,,,C,,,
"van Hooff, Sander R","van Hooff, Sander R",1,2016,2016,,,C,,,
"van Noesel, Carel Jm","van Noesel, Carel Jm",1,2016,2016,,,C,,,
"van der Ven, Marieke","van der Ven, Marieke",1,2016,2016,,,C,,,
"Abugessaisa, Imad","Abugessaisa, Imad",1,2017,2017,,,C,,,
"Afzal, Vackar","Afzal, Vackar",1,2017,2017,,,C,,,
"Agu, Chukwuma A","Agu, Chukwuma A",1,2017,2017,,,C,,,
"Alasoo, Kaur","Alasoo, Kaur",1,2017,2017,,,C,,,
"Alderton, Alex","Alderton, Alex",1,2017,2017,,,C,,,
"Almeida, Ana S","Almeida, Ana S",1,2017,2017,,,C,,,
"Andersson, Emma R","Andersson, Emma R",1,2017,2017,,,C,,,
"Annunziato, Stefano","Annunziato, Stefano",1,2017,2017,,,C,,,
"Ashford, Sofie","Ashford, Sofie",1,2017,2017,,,C,,,
"Axton, Richard A","Axton, Richard A",1,2017,2017,,,C,,,
"Baek, Kwanghee","Baek, Kwanghee",1,2017,2017,,,C,,,
"Bala, Sendu","Bala, Sendu",1,2017,2017,,,C,,,
"Bannink, Farah","Bannink, Farah",1,2017,2017,,,C,,,
"Barazas, Marco","Barazas, Marco",1,2017,2017,,,C,,,
"Barbosa, Flavia L","Barbosa, Flavia L",1,2017,2017,,,C,,,
"Barnett, Timothy C","Barnett, Timothy C",1,2017,2017,,,C,,,
"Beales, Philip","Beales, Philip",1,2017,2017,,,C,,,
"Behrendt, Rayk","Behrendt, Rayk",1,2017,2017,,,C,,,
"Bell, Donald","Bell, Donald",1,2017,2017,,,C,,,
"Benoist, Christophe","Benoist, Christophe",1,2017,2017,,,C,,,
"Bensaddek, Dalila","Bensaddek, Dalila",1,2017,2017,,,C,,,
"Besselink, Nicolle","Besselink, Nicolle",1,2017,2017,,,C,,,
"Bhaw, Leena","Bhaw, Leena",1,2017,2017,,,C,,,
"Bian, Fang","Bian, Fang",1,2017,2017,,,C,,,
"Blatter, Sohvi","Blatter, Sohvi",1,2017,2017,,,C,,,
"Bodenmiller, Bernd","Bodenmiller, Bernd",1,2017,2017,,,C,,,
"Boesmans, Werend","Boesmans, Werend",1,2017,2017,,,C,,,
"Borst, Piet","Borst, Piet",1,2017,2017,,,C,,,
"Brachtel, Elena","Brachtel, Elena",1,2017,2017,,,C,,,
"Bryja, Vitezslav","Bryja, Vitezslav",1,2017,2017,,,C,,,
"Cai, Tianxi","Cai, Tianxi",1,2017,2017,,,C,,,
"Carlisle, Ailsa J","Carlisle, Ailsa J",1,2017,2017,,,C,,,
"Casale, Francesco Paolo","Casale, Francesco Paolo",1,2017,2017,,,C,,,
"Chang, Junlei","Chang, Junlei",1,2017,2017,,,C,,,
"Chien, Kenneth C","Chien, Kenneth C",1,2017,2017,,,C,,,
"Chivukula, Indira V","Chivukula, Indira V",1,2017,2017,,,C,,,
"Clatworthy, Menna","Clatworthy, Menna",1,2017,2017,,,C,,,
"Contreras, Adriana","Contreras, Adriana",1,2017,2017,,,C,,,
"Cornelissen, Jan J","Cornelissen, Jan J",1,2017,2017,,,C,,,
"Costa, Pedro","Costa, Pedro",1,2017,2017,,,C,,,
"Coursey, Terry G","Coursey, Terry G",1,2017,2017,,,C,,,
"Cristobal, Alba","Cristobal, Alba",1,2017,2017,,,C,,,
"Cruz, Luis J","Cruz, Luis J",1,2017,2017,,,C,,,
"Culley, Oliver J","Culley, Oliver J",1,2017,2017,,,C,,,
"Danecek, Petr","Danecek, Petr",1,2017,2017,,,C,,,
"Danovi, Davide","Danovi, Davide",1,2017,2017,,,C,,,
"Deplancke, Bart","Deplancke, Bart",1,2017,2017,,,C,,,
"Duivenvoorden, Annet A M","Duivenvoorden, Annet A M",1,2017,2017,,,C,,,
"Dunham, Ian","Dunham, Ian",1,2017,2017,,,C,,,
"Durbin, Richard","Durbin, Richard",1,2017,2017,,,C,,,
"Eberwine, James","Eberwine, James",1,2017,2017,,,C,,,
"Egeblad, Mikala","Egeblad, Mikala",1,2017,2017,,,C,,,
"Ehrlund, Anna","Ehrlund, Anna",1,2017,2017,,,C,,,
"Eils, Roland","Eils, Roland",1,2017,2017,,,C,,,
"Elledge, Stephen J","Elledge, Stephen J",1,2017,2017,,,C,,,
"Elmansuri, Aiman","Elmansuri, Aiman",1,2017,2017,,,C,,,
"Enard, Wolfgang","Enard, Wolfgang",1,2017,2017,,,C,,,
"Ernst, Robert Frans","Ernst, Robert Frans",1,2017,2017,,,C,,,
"Eslami, Afsaneh","Eslami, Afsaneh",1,2017,2017,,,C,,,
"Farmer, Andrew","Farmer, Andrew",1,2017,2017,,,C,,,
"Faulconbridge, Adam","Faulconbridge, Adam",1,2017,2017,,,C,,,
"Fearon, Douglas T","Fearon, Douglas T",1,2017,2017,,,C,,,
"Ferrai, Carmelo","Ferrai, Carmelo",1,2017,2017,,,C,,,
"Fischler, Björn","Fischler, Björn",1,2017,2017,,,C,,,
"Forrester, Lesley M","Forrester, Lesley M",1,2017,2017,,,C,,,
"Fugger, Lars","Fugger, Lars",1,2017,2017,,,C,,,
"Furuno, Masaaki","Furuno, Masaaki",1,2017,2017,,,C,,,
"Gaffney, Daniel J","Gaffney, Daniel J",1,2017,2017,,,C,,,
"Goncalves, Angela","Goncalves, Angela",1,2017,2017,,,C,,,
"Grolleman, Judith E","Grolleman, Judith E",1,2017,2017,,,C,,,
"Göttgens, Berthold","Göttgens, Berthold",1,2017,2017,,,C,,,
"Hacohen, Nir","Hacohen, Nir",1,2017,2017,,,C,,,
"Halai, Reena","Halai, Reena",1,2017,2017,,,C,,,
"Haniffa, Muzlifah","Haniffa, Muzlifah",1,2017,2017,,,C,,,
"Hankeova, Simona","Hankeova, Simona",1,2017,2017,,,C,,,
"Harper, Sarah","Harper, Sarah",1,2017,2017,,,C,,,
"Harrison, Peter W","Harrison, Peter W",1,2017,2017,,,C,,,
"Hartholt, Robin B","Hartholt, Robin B",1,2017,2017,,,C,,,
"Hearn, Stephen A","Hearn, Stephen A",1,2017,2017,,,C,,,
"Hemberg, Martin","Hemberg, Martin",1,2017,2017,,,C,,,
"Hoogendoorn, Anita","Hoogendoorn, Anita",1,2017,2017,,,C,,,
"Hoppe, Anja","Hoppe, Anja",1,2017,2017,,,C,,,
"Houthuijzen, Julia M","Houthuijzen, Julia M",1,2017,2017,,,C,,,
"Hui, Lijian","Hui, Lijian",1,2017,2017,,,C,,,
"Ishikawa-Kato, Sachi","Ishikawa-Kato, Sachi",1,2017,2017,,,C,,,
"Jain, Rakesh K","Jain, Rakesh K",1,2017,2017,,,C,,,
"Janssen, Roel","Janssen, Roel",1,2017,2017,,,C,,,
"Jeong, Yongsu","Jeong, Yongsu",1,2017,2017,,,C,,,
"Karmouch, Jennifer","Karmouch, Jennifer",1,2017,2017,2017,2017,A,Hubrecht/NIOB + Princess Máxima,,
"Kathuria, Annie","Kathuria, Annie",1,2017,2017,,,C,,,
"Kilpinen, Helena","Kilpinen, Helena",1,2017,2017,,,C,,,
"Kirton, Christopher M","Kirton, Christopher M",1,2017,2017,,,C,,,
"Klein, Sarah","Klein, Sarah",1,2017,2017,,,C,,,
"Kleinjung, Jens","Kleinjung, Jens",1,2017,2017,,,C,,,
"Klenerman, Paul","Klenerman, Paul",1,2017,2017,,,C,,,
"Ko, Byung Yi","Ko, Byung Yi",1,2017,2017,,,C,,,
"Kolb-Kokocinski, Anja","Kolb-Kokocinski, Anja",1,2017,2017,,,C,,,
"Kondo, Atsushi","Kondo, Atsushi",1,2017,2017,,,C,,,
"Kriegstein, Arnold","Kriegstein, Arnold",1,2017,2017,,,C,,,
"Kultti, Anne","Kultti, Anne",1,2017,2017,,,C,,,
"Lam, Duc Tri","Lam, Duc Tri",1,2017,2017,,,C,,,
"Lamond, Angus I","Lamond, Angus I",1,2017,2017,,,C,,,
"Lander, Eric S","Lander, Eric S",1,2017,2017,,,C,,,
"Lee, Myungsin","Lee, Myungsin",1,2017,2017,,,C,,,
"Leha, Andreas","Leha, Andreas",1,2017,2017,,,C,,,
"Lein, Ed","Lein, Ed",1,2017,2017,,,C,,,
"Lelieveld, Daphne","Lelieveld, Daphne",1,2017,2017,,,C,,,
"Lendahl, Urban","Lendahl, Urban",1,2017,2017,,,C,,,
"Lennerz, Jochen K","Lennerz, Jochen K",1,2017,2017,,,C,,,
"Lombardi, Raffaella","Lombardi, Raffaella",1,2017,2017,2017,2017,A,Hubrecht/NIOB + Princess Máxima,,
"Lundberg, Emma","Lundberg, Emma",1,2017,2017,,,C,,,
"Lundeberg, Joakim","Lundeberg, Joakim",1,2017,2017,,,C,,,
"Luo, Liqun","Luo, Liqun",1,2017,2017,,,C,,,
"Majumder, Partha","Majumder, Partha",1,2017,2017,,,C,,,
"Mann, Alice","Mann, Alice",1,2017,2017,,,C,,,
"Marecic, Owen","Marecic, Owen",1,2017,2017,,,C,,,
"Marian, Ali J","Marian, Ali J",1,2017,2017,2017,2017,A,Hubrecht/NIOB + Princess Máxima,,
"Masek, Jan","Masek, Jan",1,2017,2017,,,C,,,
"Mastrobattista, Enrico","Mastrobattista, Enrico",1,2017,2017,,,C,,,
"McCarthy, Davis","McCarthy, Davis",1,2017,2017,,,C,,,
"McCarthy, Shane A","McCarthy, Shane A",1,2017,2017,,,C,,,
"Meleckyte, Ruta","Meleckyte, Ruta",1,2017,2017,,,C,,,
"Memari, Yasin","Memari, Yasin",1,2017,2017,,,C,,,
"Merad, Miriam","Merad, Miriam",1,2017,2017,,,C,,,
"Mhlanga, Musa","Mhlanga, Musa",1,2017,2017,,,C,,,
"Mijnals, R Clinton","Mijnals, R Clinton",1,2017,2017,,,C,,,
"Miyake, Christina Y","Miyake, Christina Y",1,2017,2017,2017,2017,A,Hubrecht/NIOB + Princess Máxima,,
"Moens, Nathalie","Moens, Nathalie",1,2017,2017,,,C,,,
"Moll, Jurgen","Moll, Jurgen",1,2017,2017,,,C,,,
"Moody, James D","Moody, James D",1,2017,2017,,,C,,,
"Morcos, Mina N F","Morcos, Mina N F",1,2017,2017,,,C,,,
"Morris, Kelly J","Morris, Kelly J",1,2017,2017,,,C,,,
"Nawijn, Martijn","Nawijn, Martijn",1,2017,2017,,,C,,,
"Nelson, Rachel","Nelson, Rachel",1,2017,2017,,,C,,,
"Nemeth, Antal","Nemeth, Antal",1,2017,2017,,,C,,,
"Netušilová, Julie","Netušilová, Julie",1,2017,2017,,,C,,,
"Nishiyori-Sueki, Hiromi","Nishiyori-Sueki, Hiromi",1,2017,2017,,,C,,,
"Noguchi, Shuhei","Noguchi, Shuhei",1,2017,2017,,,C,,,
"Nowak, Martin A","Nowak, Martin A",1,2017,2017,,,C,,,
"Nozaki, Tadasuke","Nozaki, Tadasuke",1,2017,2017,,,C,,,
"Ouwehand, Willem H","Ouwehand, Willem H",1,2017,2017,,,C,,,
"Patel, Sharad R","Patel, Sharad R",1,2017,2017,,,C,,,
"Pe'er, Dana","Pe'er, Dana",1,2017,2017,,,C,,,
"Pflugfelder, Stephen C","Pflugfelder, Stephen C",1,2017,2017,,,C,,,
"Phillipakis, Anthony","Phillipakis, Anthony",1,2017,2017,,,C,,,
"Pin, Carmen","Pin, Carmen",1,2017,2017,,,C,,,
"Ponting, Chris P","Ponting, Chris P",1,2017,2017,,,C,,,
"Qin, Xian-Yang","Qin, Xian-Yang",1,2017,2017,,,C,,,
"R de Ruiter, Julian","R de Ruiter, Julian",1,2017,2017,,,C,,,
"Ramsköld, Daniel","Ramsköld, Daniel",1,2017,2017,,,C,,,
"Reiter, Johannes G","Reiter, Johannes G",1,2017,2017,,,C,,,
"Roers, Axel","Roers, Axel",1,2017,2017,,,C,,,
"Roesch, Camille","Roesch, Camille",1,2017,2017,,,C,,,
"Rowan, Andrew","Rowan, Andrew",1,2017,2017,,,C,,,
"Rozenblatt-Rosen, Orit","Rozenblatt-Rosen, Orit",1,2017,2017,,,C,,,
"Sahin, Serkan","Sahin, Serkan",1,2017,2017,,,C,,,
"Sandberg, Rickard","Sandberg, Rickard",1,2017,2017,,,C,,,
"Sanes, Joshua","Sanes, Joshua",1,2017,2017,,,C,,,
"Satija, Rahul","Satija, Rahul",1,2017,2017,,,C,,,
"Satoh, Hironori","Satoh, Hironori",1,2017,2017,,,C,,,
"Schoedel, Kristina B","Schoedel, Kristina B",1,2017,2017,,,C,,,
"Schrall, Ingrid M","Schrall, Ingrid M",1,2017,2017,,,C,,,
